Sample	Mapping Rate	Unique Rate of Mapped	Duplicate Rate of Mapped	Duplicate Rate of Mapped, excluding Globins	Base Mismatch	End 1 Mapping Rate	End 2 Mapping Rate	End 1 Mismatch Rate	End 2 Mismatch Rate	Expression Profiling Efficiency	High Quality Rate	Exonic Rate	Intronic Rate	Intergenic Rate	Intragenic Rate	Ambiguous Alignment Rate	High Quality Exonic Rate	High Quality Intronic Rate	High Quality Intergenic Rate	High Quality Intragenic Rate	High Quality Ambiguous Alignment Rate	Discard Rate	rRNA Rate	Chimeric Alignment Rate	End 1 Sense Rate	End 2 Sense Rate	Avg. Splits per Read	Alternative Alignments	Chimeric Reads	Duplicate Reads	End 1 Antisense	End 2 Antisense	End 1 Bases	End 2 Bases	End 1 Mapped Reads	End 2 Mapped Reads	End 1 Mismatches	End 2 Mismatches	End 1 Sense	End 2 Sense	Exonic Reads	Failed Vendor QC	High Quality Reads	Intergenic Reads	Intragenic Reads	Ambiguous Reads	Intronic Reads	Low Mapping Quality	Low Quality Reads	Mapped Duplicate Reads	Mapped Reads	Mapped Unique Reads	Mismatched Bases	Non-Globin Reads	Non-Globin Duplicate Reads	Reads excluded from exon counts	Reads used for Intron/Exon counts	rRNA Reads	Total Bases	Total Mapped Pairs	Total Read Number	Unique Mapping, Vendor QC Passed Reads	Unpaired Reads	Read Length	Genes Detected	Estimated Library Complexity	Genes used in 3' bias	Mean 3' bias	Median 3' bias	3' bias Std	3' bias MAD_Std	3' Bias, 25th Percentile	3' Bias, 75th Percentile	Median of Avg Transcript Coverage	Median of Transcript Coverage Std	Median of Transcript Coverage CV	Median Exon CV	Exon CV MAD
BON_B14-20_1	0.961064	1	0	0	0.0104517	0.964409	0.957718	0.0101541	0.0107513	0.873746	0.885008	0.909145	0.0430283	0.015684	0.952173	0.0321431	0.923143	0.040818	0.0108065	0.963961	0.0252323	0	0.0288159	0	0.0173387	0.983306	0.325566	5479530	469343	0	20375874	344635	2451209804	2434204434	24269404	24101034	24889763	26170949	359524	20299803	43975718	0	42808208	758643	46057017	1554778	2081299	4752473	5562230	0	48370438	48370438	51060712	48361006	0	0	48370438	1393836	4885414238	23939584	55809631	50330101	0	101	20439	0	3438	0.468225	0.448718	0.314458	0.412985	0.183432	0.75	0	0	0.964218	0.276082	0.265525
BON_B14-51_1_2	0.988112	1	0	0	0.00483851	0.990018	0.986206	0.00543779	0.00423691	0.93281	0.929308	0.944032	0.0268602	0.0143649	0.970892	0.0147427	0.960308	0.0222835	0.00586015	0.982592	0.0115481	0	0.00502793	0	0.0094386	0.990967	0.441959	14573000	504757	0	44875960	408784	5246644071	5226442152	51946971	51746952	28530146	22143956	427602	44847014	97890407	0	96363587	1489549	100675647	1528727	2785240	6262939	7330336	0	103693923	103693923	50674102	103693893	0	0	103693923	521366	10473086223	51552149	119514449	104941449	0	101	20697	0	8705	0.506866	0.502326	0.314701	0.420152	0.222222	0.789474	0	0	0.944973	0.21458	0.210115
BON_B14-60-1_2	0.979748	1	0	0	0.00454596	0.979384	0.980113	0.00519102	0.00390139	0.870732	0.91977	0.88873	0.0644629	0.0222292	0.953193	0.0245774	0.901207	0.0616793	0.0161139	0.962886	0.0210001	0	0.0178694	0	0.0203795	0.981033	0.356226	10607388	469789	0	38785690	755507	4698195285	4701695339	46516785	46551439	24388408	18343141	806875	39078150	82712567	0	85601331	2068830	88712018	2287376	5999451	6260403	7466893	0	93068224	93068224	42731549	93065661	0	0	93068224	1663077	9399890624	45907831	105599347	94991959	0	101	23429	0	7309	0.539471	0.555556	0.305736	0.399478	0.276042	0.814815	0	0	0.941083	0.248583	0.242372
BON_B14-71-2_1	0.964273	1	0	0	0.00970811	0.966568	0.961977	0.00978837	0.00962746	0.811527	0.899592	0.841595	0.0977451	0.0265701	0.93934	0.0340901	0.852197	0.0960274	0.0218802	0.948224	0.0298957	0	0.0257396	0	0.0215225	0.979379	0.315315	5479454	537417	0	23774561	500741	2893810287	2880067015	28651587	28515515	28325679	27727739	522943	23782056	48111528	0	51427047	1518937	53699332	1948833	5587804	4686053	5740055	0	57167102	57167102	56053418	57163745	0	0	57167102	1471460	5773877302	28329771	64764660	59285206	0	101	23290	0	5673	0.565479	0.6	0.303066	0.384956	0.3125	0.842105	0	0	0.989247	0.287458	0.279712
BON_B14-75-1_1	0.963806	1	0	0	0.0096989	0.965962	0.961651	0.00980106	0.00959628	0.805528	0.895652	0.835778	0.103821	0.0301533	0.939599	0.0302476	0.846774	0.102492	0.0235429	0.949266	0.0271909	0	0.00665675	0	0.0192288	0.980995	0.352644	5677913	407056	0	22723411	439502	2805943721	2793420024	27781621	27657624	27501232	26806450	445510	22686702	46334891	0	49654265	1671678	52090664	1676903	5755773	4954899	5784980	0	55439245	55439245	54307682	55434738	0	0	55439245	369045	5599363745	27486775	63199064	57521151	0	101	23656	0	5895	0.501144	0.5	0.301428	0.392453	0.24	0.769231	0	0	0.84039	0.215762	0.204745
BON_B15-118_1	0.98822	1	0	0	0.00345716	0.992991	0.983449	0.00268985	0.00423191	0.883317	0.93655	0.893846	0.0636572	0.0179169	0.957503	0.0245798	0.90323	0.0615247	0.0137308	0.964755	0.0215142	0	0.0224624	0	0.0171644	0.982989	0.360231	8036864	214177	0	35035963	602397	4295796640	4254517839	42532640	42123939	11555051	18004742	611873	34809633	75669956	0	79285080	1516782	81058953	2080844	5388997	4776949	5371499	0	84656579	84656579	29559793	84651058	0	0	84656579	1901594	8550314479	42015176	93702582	85665718	0	101	21773	0	5877	0.502664	0.5	0.306283	0.40242	0.231481	0.77551	0	0	0.890981	0.229976	0.219384
BON_B15-125_1_2	0.986573	1	0	0	0.00454066	0.989134	0.984011	0.00488423	0.0041953	0.928613	0.924628	0.941251	0.0278489	0.015176	0.9691	0.0157236	0.957779	0.0236188	0.00615143	0.981398	0.0124509	0	0.00591283	0	0.0104792	0.989964	0.432571	21718763	1254101	0	62798779	635877	7462659215	7424013888	73887715	73505088	36449354	31145985	665050	62721016	138733692	0	136283505	2236828	142838423	2317552	4104731	9456540	11109298	0	147392803	147392803	67595339	147392769	0	0	147392803	871508	14886673103	73225146	171117611	149398848	0	101	21598	0	10344	0.507158	0.508197	0.310822	0.411448	0.228457	0.784314	0	0	0.945406	0.216121	0.211277
BON_B15-26_1_1	0.988867	1	0	0	0.00451812	0.991363	0.986371	0.00467173	0.00436373	0.944084	0.941257	0.954713	0.0216028	0.0103739	0.976315	0.0133106	0.964868	0.0184471	0.00611901	0.983315	0.0105657	0	0.00552739	0	0.00790208	0.99239	0.433017	8939046	330586	0	44236171	338841	5163292407	5137289654	51121707	50864254	24121526	22417732	352342	44189498	97367287	0	95994982	1057997	99570469	1357495	2203182	5136468	5990979	0	101985961	101985961	46539258	101985918	0	0	101985961	563716	10300582061	50726317	112073210	103134164	0	101	20462	0	8953	0.511888	0.515625	0.30983	0.407823	0.234568	0.785714	0	0	0.963398	0.225649	0.218048
BON_B15-76-2_2	0.985062	1	0	0	0.00332839	0.988384	0.981739	0.00286418	0.00379573	0.865886	0.937068	0.879017	0.0743108	0.0221694	0.953328	0.0245024	0.889164	0.0723142	0.0174993	0.961478	0.0210227	0	0.0115101	0	0.0183514	0.982097	0.364761	8462808	299831	0	36119566	658087	4473208998	4443133117	44289198	43991417	12812079	16864943	675237	36099680	77600197	0	82724948	1957125	84160399	2163091	6560202	5191602	5555667	0	88280615	88280615	29677022	88257790	0	0	88280615	1016117	8916342115	43842967	98082186	89619378	0	101	23390	0	7404	0.537334	0.555556	0.301856	0.387608	0.27957	0.804348	0	0	0.891929	0.227751	0.220142
BON_B15-98_1_2	0.987012	1	0	0	0.00452771	0.989208	0.984815	0.00503232	0.00402085	0.924457	0.921339	0.936622	0.0323029	0.0146152	0.968925	0.01646	0.953005	0.0276375	0.0060973	0.980643	0.0132599	0	0.00698855	0	0.0102343	0.990228	0.446312	16998463	1348016	0	50091452	493386	5876533298	5850432575	58183498	57925075	29572584	23523699	517950	49998167	108749838	0	106975343	1696955	112500476	1911142	3750638	7452326	9133230	0	116108573	116108573	53096283	116108553	0	0	116108573	811431	11726965873	57664714	134634950	117636487	0	101	21564	0	9185	0.496138	0.5	0.312158	0.412025	0.214286	0.772727	0	0	0.921443	0.206785	0.201632
BON_B16-19_1	0.935544	1	0	0	0.00968003	0.937299	0.933788	0.00975684	0.00960293	0.857042	0.88848	0.91609	0.0378039	0.0174356	0.953894	0.0286702	0.932648	0.0344713	0.0101849	0.96712	0.0226956	0	0.0159301	0	0.0174771	0.983526	0.366592	7442314	466844	0	22860061	383662	2764962466	2754606734	27375866	27273334	26977293	26452300	406635	22905669	50063600	0	48554709	952843	52129554	1566803	2065954	6962534	6094491	0	54649200	54649200	53429593	54629131	0	0	54649200	870568	5519569200	27070114	65856692	58414378	0	101	20593	0	5079	0.626639	0.694444	0.299121	0.332806	0.4	0.892857	0	0	1.21273	0.349927	0.350685
BON_B16-22_1	0.969793	1	0	0	0.00885075	0.971995	0.967592	0.00890066	0.00880061	0.886029	0.905122	0.913627	0.0454722	0.0167975	0.959099	0.0241038	0.924446	0.0431438	0.0123321	0.967589	0.0200786	0	0.0102723	0	0.0141131	0.986392	0.401897	5356548	516631	0	21532605	296758	2687752814	2675578274	26611414	26490874	23922774	23546732	308243	21511046	48515660	0	48064062	891986	50930336	1279966	2414676	4045706	5038226	0	53102288	53102288	47469506	53083434	0	0	53102288	545483	5363331088	26338587	60112845	54756297	0	101	20878	0	4549	0.52199	0.524017	0.314156	0.423998	0.240223	0.8125	0	0	1.00997	0.291994	0.287243
BON_B16-50_1_2	0.987202	1	0	0	0.00492418	0.988252	0.986151	0.00607901	0.00376688	0.918144	0.907719	0.930047	0.0299639	0.0238575	0.960011	0.0161312	0.961569	0.0204331	0.00589946	0.982002	0.0120981	0	0.00459146	0	0.0140286	0.986988	0.458717	25932638	634896	0	42277100	557196	5034366412	5023667078	49845212	49739278	30603975	18923564	601527	42265191	92618297	0	90394748	2375838	95602232	1606420	2983935	8132741	9189742	0	99584490	99584490	49527539	99584445	0	0	99584490	457238	10058033490	49491597	126808175	100875537	0	101	20840	0	8531	0.490217	0.488095	0.314912	0.4236	0.2	0.771429	0	0	0.94087	0.211042	0.205662
BON_B16-53-1_1	0.967639	1	0	0	0.00405846	0.967615	0.967662	0.00432691	0.00379002	0.86302	0.884622	0.891883	0.0358223	0.0181282	0.927705	0.0541669	0.922109	0.0333304	0.013001	0.95544	0.0315591	0	0.0800534	0	0.0282891	0.973432	0.197128	31172110	532383	0	85981465	2368891	10065398915	10065881897	99657415	99662197	43552057	38149886	2503149	86794479	177769677	0	176322470	3613311	184909768	10796533	7140091	25174058	22997142	0	199319612	199319612	81701943	199266880	0	0	199319612	15956211	20131280812	98848368	237157724	205985614	0	101	26301	0	10896	0.68693	0.764706	0.270496	0.256185	0.513514	0.910256	0	0	1.05104	0.266546	0.265583
BON_B16-57_1_2	0.985626	1	0	0	0.00530973	0.986909	0.984344	0.00648196	0.00413445	0.913879	0.922096	0.927207	0.0383077	0.0161829	0.965514	0.0183029	0.944293	0.0335413	0.00704029	0.977835	0.0151251	0	0.00606966	0	0.0115454	0.989167	0.429317	12178669	600233	0	34371184	376698	4060555621	4050001323	40203521	40099023	26320356	16744515	401465	34397170	74457041	0	74046667	1299529	77533249	1469766	3076208	5250937	6255877	0	80302544	80302544	43064871	80302508	0	0	80302544	487409	8110556944	39888349	93652302	81473633	0	101	20861	0	7982	0.504197	0.501548	0.31551	0.425895	0.219048	0.791304	0	0	0.932878	0.211141	0.206406
BON_B16-75-1_2	0.989539	1	0	0	0.00315331	0.992101	0.986977	0.00277232	0.00353628	0.897317	0.93828	0.906803	0.0525714	0.0171344	0.959375	0.023491	0.917175	0.0500431	0.0124324	0.967218	0.0203496	0	0.0173675	0	0.0167873	0.983619	0.360061	8160907	254238	0	36277010	602804	4369638952	4347069694	43263752	43040294	12114051	15372458	619392	36196014	78260787	0	80977377	1478772	82797909	2027365	4537122	4818042	5326669	0	86304046	86304046	27486509	86289358	0	0	86304046	1498887	8716708646	42907110	95377324	87216417	0	101	22731	0	7329	0.5443	0.570637	0.304908	0.390644	0.282051	0.815789	0	0	0.923557	0.231129	0.224649
BON_B16_30_1_1	0.972188	1	0	0	0.00456643	0.972896	0.97148	0.00455557	0.0045773	0.910768	0.920305	0.936823	0.0243528	0.0134159	0.961176	0.0254082	0.951119	0.0216497	0.00948274	0.972769	0.0177482	0	0.0229445	0	0.0178259	0.983027	0.41209	17306258	940632	0	68168636	1182584	8369597098	8357413064	82867298	82746664	38128268	38254397	1237219	68492343	155150991	0	152415365	2221854	159184150	4207958	4033159	13810964	13198597	0	165613962	165613962	76382665	165562886	0	0	165613962	3799929	16727010162	82212435	187657991	170351733	0	101	22774	0	9589	0.753786	0.875912	0.275393	0.160439	0.62069	0.9625	0	0	1.52837	0.396245	0.420991
BON_B16_80_1_1	0.981089	1	0	0	0.00419147	0.982462	0.979715	0.00401043	0.00437302	0.909407	0.910352	0.926937	0.0260024	0.0148181	0.952939	0.0322426	0.945732	0.0224585	0.00866763	0.96819	0.0231424	0	0.0240179	0	0.0267581	0.974837	0.320745	16166245	895416	0	51178771	1330108	6211138723	6193768137	61496423	61324437	24909320	27085475	1407096	51529142	113847183	0	111810256	1819967	117040825	3960068	3193642	10217077	11010604	0	122820860	122820860	51994795	122681166	0	0	122820860	2949895	12404906860	60936102	141354601	125188356	0	101	22592	0	8766	0.703237	0.8	0.27908	0.231494	0.538462	0.929412	0	0	1.21245	0.30279	0.310668
BON_B17-23_1_R1	0.985482	1	0	0	0.0024814	0.987209	0.983755	0.00198069	0.00298387	0.886309	0.929646	0.899366	0.0572086	0.0174856	0.956574	0.0259402	0.908857	0.0557201	0.0139625	0.964577	0.0214601	0	0.0179097	0	0.0186018	0.982911	0.375785	25119727	2733177	0	102595490	1789061	12480468899	12436797509	123568999	123136609	24719999	37109771	1944639	102899287	221878539	0	229348809	4313786	235992229	6399593	14113690	16426222	17356799	0	246705608	246705608	61829770	246692248	0	0	246705608	4418418	24917266408	122826895	275459787	250340060	0	101	25004	0	10649	0.48728	0.478261	0.298945	0.381244	0.229167	0.745638	0	0	0.83324	0.210905	0.203878
BON_B17-28_1_R1	0.989583	1	0	0	0.00208179	0.990861	0.988306	0.00186545	0.00229868	0.917781	0.910873	0.927442	0.0353197	0.0230391	0.962761	0.0141997	0.956864	0.0258942	0.00626669	0.982759	0.0109746	0	0.00276628	0	0.010374	0.990085	0.49644	70423088	1911492	0	117894457	1176895	13678278601	13643010310	135428501	135079310	25516142	31360945	1235858	117516172	250880170	0	246398290	6232252	260434427	3841132	9554257	22869903	24109521	0	270507811	270507811	56877087	270507336	0	0	270507811	748299	27321288911	134696562	343778311	273355223	0	101	23858	0	11747	0.410745	0.35	0.30719	0.362847	0.136364	0.659722	0	0	0.861926	0.171733	0.164891
BON_B18-24_1_R1	0.990375	1	0	0	0.00231863	0.991658	0.989092	0.00233133	0.00230591	0.90739	0.932231	0.916208	0.0461177	0.0142474	0.962326	0.0234264	0.923962	0.0448329	0.0114918	0.968794	0.0197137	0	0.0178059	0	0.0156415	0.985289	0.366719	7059374	1176775	0	34779729	520898	4201788466	4190916220	41601866	41494220	9795745	9663873	552651	34887695	76133339	0	77464784	1183906	79965540	1946640	3832201	4750738	5631302	0	83096086	83096086	19459618	83093891	0	0	83096086	1479598	8392704686	41361266	90963037	83903663	0	101	20926	0	5910	0.49869	0.497175	0.304177	0.392488	0.230916	0.76087	0	0	0.971371	0.288028	0.273776
BON_B18-25_1_R1	0.987651	1	0	0	0.00190276	0.988926	0.986376	0.00197736	0.00182796	0.895427	0.925568	0.906623	0.0520107	0.0150312	0.958633	0.0263355	0.913341	0.0507801	0.0126922	0.964121	0.0231869	0	0.0243368	0	0.0149308	0.98553	0.344871	6821251	1920524	0	37273037	549180	4412744843	4401363961	43690543	43577861	8725585	8045505	564952	37404699	79119503	0	80772813	1311751	83658394	2298259	4538891	5112638	6495591	0	87268404	87268404	16771090	87238195	0	0	87268404	2123831	8814108804	43367103	95180800	88359549	0	101	21886	0	6675	0.539803	0.55814	0.302426	0.390352	0.280702	0.809524	0	0	0.988243	0.297896	0.285519
BON_B18-54_1_R1	0.987719	1	0	0	0.00207892	0.989516	0.985922	0.00212855	0.00202911	0.863852	0.919066	0.874593	0.0786805	0.0190428	0.953274	0.0276834	0.882727	0.0772084	0.0152385	0.959935	0.0248263	0	0.0263944	0	0.0185841	0.982508	0.333358	8372196	2592351	0	39282712	700949	4702189835	4685107705	46556335	46387205	10008853	9506591	743858	39370458	81287796	0	85421244	1769906	88600644	2572990	7312848	5437518	7522296	0	92943540	92943540	19515444	92940124	0	0	92943540	2453189	9387297540	46151293	102471374	94099178	0	101	22746	0	8070	0.596489	0.647059	0.294781	0.348847	0.362023	0.855769	0	0	0.997891	0.309826	0.292561
BON_UC219-1_1	0.959803	1	0	0	0.00988208	0.962619	0.956987	0.00987937	0.00988481	0.836512	0.90007	0.871545	0.0777376	0.0217243	0.949283	0.0289932	0.88146	0.0760215	0.0176704	0.957481	0.0248485	0	0.018751	0	0.0174244	0.982692	0.354834	4688994	489165	0	21931135	385937	2681850778	2666159418	26552978	26397618	26494996	26354479	388913	21911832	46148826	0	47659223	1150314	50265076	1535206	4116250	4496266	5291373	0	52950596	52950596	52849475	52948957	0	0	52950596	992879	5348010196	26226101	59857172	55168178	0	101	22447	0	4744	0.498064	0.496	0.30888	0.409198	0.22381	0.777778	0	0	0.892454	0.241328	0.231094
BON_UC473_1	0.959508	1	0	0	0.00983821	0.961796	0.957219	0.0100069	0.00966875	0.831716	0.89779	0.866815	0.0794813	0.0223102	0.946296	0.0313934	0.877775	0.0774564	0.0175911	0.955232	0.0271773	0	0.0128306	0	0.0185379	0.981421	0.329388	5476863	556789	0	24019360	453541	2915189765	2901316001	28863265	28725901	29171919	28052109	453678	23958036	49919160	0	51702977	1284825	54496423	1807918	4577263	5054068	5886189	0	57589166	57589166	57224028	57584568	0	0	57589166	738905	5816505766	28521930	65496363	60019500	0	101	23047	0	5391	0.504043	0.5	0.304049	0.394309	0.242718	0.777778	0	0	0.87038	0.227084	0.216189
CLA_143BN_BB_2	0.953289	1	0	0	0.0106137	0.955351	0.951226	0.0102767	0.0109522	0.858551	0.871286	0.90062	0.0343255	0.0463329	0.934946	0.0187215	0.949984	0.0248425	0.010646	0.974826	0.0145276	0	0.0221907	0	0.502676	0.502574	0.262832	61280958	299869	0	31311790	31172062	5790107120	5765106768	76185620	75856668	59503382	63140588	31648754	31494617	136932342	0	132472322	7044558	142151276	2846454	5218934	22206044	19569966	0	152042288	152042288	122643970	152036513	0	0	152042288	3373930	11555213888	75276009	220773359	159492401	0	76	24562	0	8434	0.651196	0.726667	0.29384	0.303696	0.455197	0.904762	0	0	1.0127	0.263049	0.25984
CLA_179CI_GG_2	0.976594	1	0	0	0.00371514	0.979693	0.973494	0.00306463	0.00436978	0.917364	0.898342	0.939351	0.0180844	0.0261656	0.957435	0.0163993	0.972565	0.0101809	0.00597163	0.982745	0.011283	0	0.028745	0	0.503249	0.504053	0.37198	13599504	73708	0	11930884	11820494	2175111412	2161346672	28619887	28438772	6665921	9444618	12086943	12013700	53598093	0	51258213	1492973	54629963	935723	1031870	6220150	5800446	0	57058659	57058659	16110539	57002541	0	0	57058659	1640154	4336458084	28258476	72025713	58426209	0	76	20178	0	4866	0.675315	0.796875	0.314302	0.267521	0.453416	0.945946	0	0	1.61111	0.575256	0.560089
CLA_180CJ_DP_2	0.929145	1	0	0	0.0129282	0.930532	0.927757	0.0129547	0.0129017	0.791961	0.853797	0.852354	0.0692035	0.0432644	0.921558	0.0351777	0.895276	0.0651205	0.0157431	0.960396	0.0238608	0	0.0267826	0	0.497966	0.509517	0.200853	66374640	637610	0	41416990	40339264	7424425484	7402285468	97689809	97398493	96180934	95501930	41081397	41904701	166284365	0	166565891	8440379	179785159	6862764	13500794	35889778	28522411	0	195088302	195088302	191682864	194983153	0	0	195088302	5224968	14826710952	96334801	276340088	209965448	0	76	28202	0	10622	0.662826	0.743323	0.281766	0.272066	0.484848	0.898734	0	0	0.960537	0.256521	0.247488
CLA_329FK_RR_2	0.990667	1	0	0	0.00315412	0.991989	0.989345	0.00337306	0.00293459	0.879928	0.935318	0.888218	0.068076	0.0203085	0.956294	0.0233976	0.898218	0.065772	0.0151479	0.96399	0.0208622	0	0.0210695	0	0.0170581	0.983956	0.36717	6839492	528563	0	27423138	448089	3385386276	3376360209	33518676	33429309	11419098	9908234	475904	27480282	59464398	0	62617687	1359611	64021950	1566424	4557552	3639480	4330298	0	66947985	66947985	21327332	66898982	0	0	66947985	1410560	6761746485	33306155	74418194	67578702	0	101	21128	0	5407	0.498554	0.5	0.309908	0.411833	0.217949	0.777778	0	0	0.918698	0.24843	0.243924
CLA_338FT_DM_2	0.989514	1	0	0	0.00300475	0.990857	0.988172	0.0032658	0.00274299	0.878019	0.933323	0.887323	0.0671689	0.0221037	0.954492	0.0234044	0.898079	0.0643265	0.0169827	0.962406	0.0206113	0	0.0146473	0	0.0184882	0.982823	0.350381	6173020	679798	0	25673691	450076	3152184043	3143642776	31209743	31125176	10294418	8622991	483602	25752134	55311207	0	58178624	1377834	59498174	1458911	4186967	3380630	4156295	0	62334919	62334919	18917409	62333696	0	0	62334919	913039	6295826819	30991772	69168489	62995469	0	101	21391	0	5499	0.557656	0.589744	0.309497	0.399756	0.285714	0.84083	0	0	0.972296	0.272433	0.268979
CLA_388HV_XX_1	0.978266	1	0	0	0.00411313	0.982999	0.973532	0.00328915	0.00494512	0.851032	0.897585	0.86994	0.0631259	0.0499711	0.933066	0.0169633	0.912	0.0567146	0.0161385	0.968715	0.015147	0	0.0184977	0	0.506024	0.501466	0.222773	5729263	14899	0	3348488	3342636	622465460	616470884	8190335	8111459	2047381	3048522	3430152	3362290	14181577	0	14632244	814619	15210643	276532	1029066	1716627	1669550	0	16301794	16301794	5095903	16299124	0	0	16301794	301546	1238936344	8070767	22393240	16663977	0	76	18717	0	1597	0.603859	0.653333	0.305311	0.357905	0.388158	0.877358	0	0	1.21062	0.456702	0.41776
CLA_62R_CaM_2	0.949633	1	0	0	0.00439617	0.956236	0.94303	0.00361632	0.00518695	0.890562	0.929721	0.937796	0.0312637	0.0157689	0.96906	0.0151715	0.951239	0.0270011	0.00850439	0.97824	0.0132555	0	0.0263053	0	0.499035	0.503982	0.272464	90737	1287	0	188129	183657	32666396	32215260	429821	423885	118132	167099	187404	186606	800602	0	793708	13462	827292	12952	26690	85852	59998	0	853706	853706	285231	853379	0	0	853706	22457	64881656	421122	989722	898985	0	76	8766	0	119	0.63553	0.623188	0.302792	0.393928	0.440476	0.944444	0	0	2.65184	1.04504	0.879653
CLA_62R_CaM_3	0.989707	1	0	0	0.00316613	0.991002	0.988412	0.00325204	0.00308	0.900112	0.932438	0.909473	0.0479115	0.0181464	0.957385	0.0244686	0.923246	0.0445926	0.0116385	0.967838	0.0205232	0	0.020673	0	0.0166682	0.984577	0.365089	8535738	296074	0	30299292	475095	3614856155	3605408009	35790655	35697109	11755674	11104643	513594	30328566	65016225	0	66657882	1297248	68441313	1749203	3425088	4399822	4829882	0	71487764	71487764	22860317	71477879	0	0	71487764	1477869	7220264164	35563329	80766964	72231226	0	101	20653	0	5154	0.480905	0.464844	0.313715	0.422773	0.2	0.766667	0	0	0.93024	0.248334	0.244465
CLA_79Z_CP_2	0.979622	1	0	0	0.00393084	0.983462	0.975782	0.00330002	0.00456662	0.891676	0.901816	0.910225	0.0354974	0.03847	0.945722	0.0158077	0.94727	0.0288428	0.0117478	0.976113	0.0121394	0	0.0154077	0	0.501496	0.504088	0.269171	16929655	199616	0	11751328	11586943	2153742720	2136924148	28338720	28117423	7107384	9758521	11821845	11777963	51387781	0	50913068	2171870	53391830	892443	2004049	5636366	5543075	0	56456143	56456143	16865905	56452881	0	0	56456143	869860	4290666868	27972021	74560215	57630560	0	76	21497	0	4659	0.630041	0.698413	0.30288	0.330524	0.421053	0.9	0	0	1.11723	0.345723	0.339388
HK006_0016_R1	0.994453	1	0	0	0.00184952	0.995301	0.993605	0.00172665	0.0019726	0.931462	0.939512	0.936658	0.0349039	0.0150757	0.971562	0.0133627	0.952716	0.0299447	0.00635729	0.98266	0.0109824	0	0.00519038	0	0.00987425	0.990439	0.440658	12274031	502679	0	37629347	363721	4395925818	4388432224	43524018	43449824	7590227	8656609	375267	37680218	81464721	0	81713004	1311190	84500446	1162206	3035725	4785803	5260838	0	86973842	86973842	16246836	86973833	0	0	86973842	451427	8784358042	43371182	99733020	87458989	0	101	20065	0	8203	0.456045	0.431034	0.302941	0.387364	0.1875	0.714286	0	0	0.908152	0.207088	0.194914
HK010_0026_R1	0.994769	1	0	0	0.00544418	0.995564	0.993974	0.00807617	0.00280798	0.934361	0.941456	0.939274	0.0353836	0.0120399	0.974657	0.0133027	0.950588	0.032088	0.00655884	0.982676	0.0107656	0	0.00445244	0	0.00870476	0.991616	0.439763	20130507	1520137	0	81587719	690426	9461023702	9445915112	93673502	93523912	76408877	26523987	716438	81658606	175829634	0	176238168	2253845	182453347	2490222	6623713	9413993	10959246	0	187197414	187197414	102932864	187197395	0	0	187197414	833486	18906938814	93325594	208312277	188181770	0	101	22079	0	10903	0.480363	0.468085	0.312496	0.411583	0.196429	0.75	0	0	0.874052	0.173735	0.169024
HK011_0029_R1	0.991988	1	0	0	0.00172568	0.993411	0.990566	0.00172267	0.00172871	0.937417	0.908559	0.944987	0.0208137	0.0238274	0.965801	0.0103715	0.97434	0.0125317	0.00636338	0.986872	0.00676498	0	0.00232034	0	0.0130313	0.988321	0.490234	26379345	1402585	0	43379643	511230	5130371659	5115677270	50795759	50650270	8837929	8843505	572759	43261988	95865216	0	92169712	2417197	97976681	1052151	2111465	8194240	9276317	0	101446029	101446029	17681434	101445887	0	0	101446029	235389	10246048929	50525536	128644677	102265332	0	101	19965	0	8616	0.462268	0.440426	0.305777	0.387058	0.18797	0.719512	0	0	0.870424	0.191577	0.179281
HK018_0047_2	0.98684	1	0	0	0.00460738	0.989002	0.984677	0.00523275	0.00397925	0.90072	0.916295	0.912732	0.0449989	0.0222553	0.957731	0.0200135	0.928177	0.0415983	0.0135085	0.969775	0.0167162	0	0.00809415	0	0.0157902	0.985153	0.433968	13543475	1023608	0	39183046	590042	4743993028	4723248739	46970228	46764839	24824141	18794997	628634	39150418	85555021	0	85888943	2086104	89772995	1875968	4217974	6499081	7846124	0	93735067	93735067	43619138	93575009	0	0	93735067	758706	9467241767	46550510	108528587	94985112	0	101	23710	0	9024	0.505536	0.5	0.299801	0.385476	0.245283	0.763636	0	0	0.914097	0.242202	0.230485
HK024_0065_R1	0.991909	1	0	0	0.00161256	0.993119	0.9907	0.00165086	0.00157418	0.932305	0.907901	0.939909	0.0230535	0.0266797	0.962963	0.0103578	0.972839	0.0138737	0.00666159	0.986712	0.00662616	0	0.00308309	0	0.0143408	0.986495	0.482496	33199287	1167743	0	49053648	670856	5790730768	5776627633	57333968	57194333	9559666	9093424	713706	49004402	107646190	0	103980325	3055575	110286463	1186263	2640273	9809380	10547976	0	114528301	114528301	18653090	114528224	0	0	114528301	353101	11567358401	57081235	148661747	115462460	0	101	20177	0	8892	0.483701	0.47541	0.305387	0.396281	0.209302	0.744681	0	0	0.892003	0.196809	0.185818
