Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
INMR_GI_456	45065154.0	202.0	40767447.0	90.46	200.46	34460412.0	34460184.0	34100908.0	334751.0	15783.0	8970.0	0.16	0.01	1.59	0.0	1.51	2692350.0	5.97	3589.0	0.01	0.01	0.34	0.07	38137	1296669	266961
INMR_HW_389	108278527.0	202.0	99702683.0	92.08	200.57	70180501.0	70179779.0	69371628.0	744116.0	44853.0	19904.0	0.21	0.01	1.6	0.01	1.55	6584100.0	6.08	8785.0	0.01	0.02	0.4	0.08	79318	1586367	317273
INMR_HZ_401	115622079.0	202.0	106779156.0	92.35	200.71	84952281.0	84951483.0	83980814.0	891284.0	55449.0	24734.0	0.19	0.01	1.62	0.01	1.51	6583108.0	5.69	19282.0	0.02	0.01	0.4	0.12	42274	1690968	507290
INMR_IG_561	115869356.0	202.0	106980249.0	92.33	200.59	84447883.0	84447152.0	83481802.0	867847.0	63780.0	34454.0	0.21	0.01	1.54	0.01	1.51	6783448.0	5.85	11886.0	0.01	0.02	0.31	0.09	99703	1545404	448666
INMR_IK_581	105608663.0	202.0	96458023.0	91.34	200.63	70932640.0	70931785.0	70212063.0	653468.0	44759.0	22350.0	0.2	0.01	1.7	0.01	1.63	7009598.0	6.64	11702.0	0.01	0.02	0.35	0.06	99039	1733184	297117
K1157-1-4	70360844.0	202.0	64472527.0	91.63	200.35	55360705.0	55360458.0	54954884.0	359187.0	34505.0	12129.0	0.27	0.01	1.53	0.0	1.59	5017303.0	7.13	6772.0	0.01	0.07	0.33	0.07	128717	606808	128717
LIA_EDW01_1	27443447.0	202.0	25195246.0	91.81	200.3	21805402.0	21805292.0	21619281.0	171688.0	9348.0	5085.0	0.22	0.01	1.61	0.0	1.44	1743336.0	6.35	1599.0	0.01	0.04	1.17	0.07	15727	460017	27522
LIA_MAS02_2	85022336.0	202.0	77010493.0	90.58	199.57	61029319.0	61028840.0	60477478.0	508636.0	27772.0	15433.0	0.27	0.01	1.57	0.0	1.49	6872031.0	8.08	10844.0	0.01	0.05	0.64	0.08	73310	938363	117295
LIA_TIS03_2	25267976.0	202.0	23373093.0	92.5	200.01	17803129.0	17802935.0	17660202.0	127953.0	9703.0	5271.0	0.23	0.01	1.54	0.01	1.52	1517170.0	6.0	2149.0	0.01	0.04	0.61	0.07	20865	318186	36513
MAN_1001_01_M1_D1	76328849.0	202.0	71307125.0	93.42	200.79	66640322.0	66639978.0	66038537.0	554570.0	27448.0	19767.0	0.19	0.01	1.69	0.0	1.46	3912517.0	5.13	5028.0	0.01	0.01	0.59	0.08	16238	958038	129903
MAN_1438-01-M1	83716101.0	202.0	77768160.0	92.9	200.54	57427547.0	57426948.0	56833029.0	542400.0	32492.0	19626.0	0.18	0.01	1.62	0.01	1.59	4804319.0	5.74	4635.0	0.01	0.01	0.49	0.05	20709	1014734	103544
MBEL028_001_3	34068287.0	202.0	32411434.0	95.14	200.66	27820929.0	27820806.0	27568112.0	235094.0	11270.0	6453.0	0.2	0.01	1.53	0.0	1.43	1345221.0	3.95	729.0	0.0	0.04	0.43	0.03	24872	267377	18654
MBEL028_002_1	36870722.0	202.0	34942697.0	94.77	200.68	28616046.0	28615903.0	28301263.0	290000.0	17859.0	6924.0	0.2	0.01	1.48	0.0	1.45	1546766.0	4.2	1028.0	0.0	0.03	0.55	0.04	18398	337302	24531
MBRU030_2	33466380.0	202.0	31893247.0	95.3	200.63	28377755.0	28377606.0	28111579.0	245833.0	12393.0	7950.0	0.21	0.01	1.63	0.0	1.49	1262341.0	3.77	1252.0	0.0	0.03	0.4	0.04	19758	263438	26344
MCOP008_001_2	38018409.0	202.0	35806710.0	94.18	200.6	30373234.0	30373045.0	30043539.0	309839.0	12539.0	7317.0	0.21	0.01	1.39	0.0	1.45	1706256.0	4.49	807.0	0.0	0.03	0.57	0.05	23291	442527	38818
MESP021_001_2	38345852.0	202.0	36363614.0	94.83	200.6	30257524.0	30257413.0	29985298.0	251151.0	13353.0	7722.0	0.22	0.01	1.43	0.0	1.49	1531679.0	3.99	988.0	0.0	0.04	0.64	0.05	24634	394144	30793
MESP039_2	54151285.0	202.0	51163131.0	94.48	199.98	46036552.0	46036377.0	45574516.0	429298.0	19175.0	13563.0	0.41	0.01	1.55	0.0	1.45	2289030.0	4.23	1629.0	0.0	0.07	0.49	0.03	82754	579276	35466
MGLA003_001_2	37297622.0	202.0	34993461.0	93.82	200.58	31566402.0	31566281.0	31285454.0	262541.0	11635.0	6772.0	0.22	0.0	1.41	0.0	1.41	1789479.0	4.8	922.0	0.0	0.03	0.6	0.04	23004	460084	30672
MMAD002_001_2	29820581.0	202.0	28145315.0	94.38	199.82	25655305.0	25655095.0	25424625.0	211731.0	12356.0	6593.0	0.45	0.01	1.57	0.0	1.45	1232449.0	4.13	763.0	0.0	0.09	0.65	0.04	51006	368378	22669
MTEH041_001_2	39594754.0	202.0	37295171.0	94.19	200.16	27880420.0	27880235.0	27621788.0	236417.0	13407.0	8808.0	0.22	0.01	1.6	0.0	1.46	1539841.0	3.89	2017.0	0.01	0.04	1.46	0.04	19681	718363	19681
M_0146-01-H1	70192028.0	152.0	61799773.0	88.04	148.94	25653668.0	25652613.0	25380658.0	244838.0	20882.0	7290.0	1.17	0.01	1.41	0.0	1.44	6056721.0	8.63	8804.0	0.01	0.55	2.06	0.02	486579	1822458	17694
NH11-441	49341793.0	152.0	45875913.0	92.98	151.0	24802826.0	24802429.0	24560929.0	221222.0	13717.0	6958.0	0.18	0.01	1.48	0.0	1.46	2842844.0	5.76	4421.0	0.01	0.02	0.37	0.03	29458	544970	44187
NH12-1413	51543002.0	152.0	47674564.0	92.49	151.02	26316702.0	26316287.0	26047485.0	241540.0	20493.0	7184.0	0.19	0.01	1.48	0.0	1.45	3263379.0	6.33	6511.0	0.01	0.02	0.35	0.04	29197	510956	58395
OUN_HK018_0047	100751945.0	202.0	91501214.0	90.82	200.72	81224951.0	81224322.0	80441408.0	701244.0	51657.0	30642.0	0.21	0.01	1.66	0.01	1.61	7232472.0	7.18	7935.0	0.01	0.01	0.45	0.05	39418	1773815	197091
OUN_HK047_0116	89734328.0	202.0	82861471.0	92.34	200.69	72199855.0	72199550.0	71352530.0	791862.0	30752.0	24711.0	0.24	0.0	1.45	0.0	1.47	5112773.0	5.7	6410.0	0.01	0.01	0.52	0.05	30236	1572259	151179
OUN_HK079_001	85532501.0	202.0	79100137.0	92.48	200.94	68302428.0	68302037.0	67503487.0	744597.0	31967.0	22377.0	0.2	0.0	1.53	0.0	1.49	5244649.0	6.13	2639.0	0.0	0.01	0.51	0.05	20791	1060331	103954
OUN_HK080_001	90577110.0	202.0	82693008.0	91.3	200.61	73372441.0	73372003.0	72616680.0	700642.0	33794.0	21325.0	0.22	0.01	1.55	0.0	1.52	5825541.0	6.43	4791.0	0.01	0.01	0.4	0.05	44647	1785887	223236
OUN_HK081_001	105776439.0	202.0	97492957.0	92.17	200.79	87398811.0	87398293.0	86484071.0	849504.0	37992.0	27244.0	0.21	0.0	1.48	0.0	1.44	6398708.0	6.05	5127.0	0.0	0.01	0.58	0.05	29369	1703430	146847
OUN_HK112_001	100631774.0	202.0	92543874.0	91.96	200.77	82318636.0	82317922.0	81490796.0	756722.0	42895.0	28223.0	0.22	0.01	1.65	0.01	1.51	6195476.0	6.16	12771.0	0.01	0.01	0.42	0.06	38360	1611131	230162
OUN_HK116_001	96812448.0	202.0	89029963.0	91.96	200.09	75332422.0	75331922.0	74495691.0	777891.0	34858.0	23982.0	0.23	0.01	1.74	0.01	1.5	5315458.0	5.49	4149.0	0.0	0.01	0.86	0.05	26770	2302256	133852
OUN_HK124_001	52114834.0	202.0	48051681.0	92.2	200.89	42924222.0	42923915.0	42467671.0	420112.0	24104.0	12335.0	0.15	0.01	1.81	0.01	1.51	2765971.0	5.31	2091.0	0.0	0.01	0.35	0.06	30836	1079242	185013
OUN_HK137_001	87264270.0	202.0	81246720.0	93.1	200.7	68276541.0	68276132.0	67575947.0	639799.0	33878.0	26917.0	0.22	0.01	1.65	0.01	1.54	4041480.0	4.63	4147.0	0.0	0.01	0.76	0.08	23199	1763131	185593
RGP_248_3	55555643.0	202.0	50640216.0	91.15	200.64	32197033.0	32196814.0	31810366.0	351714.0	26153.0	8800.0	0.2	0.01	1.5	0.01	1.53	3542697.0	6.38	2696.0	0.0	0.01	1.34	0.04	9856	1320752	39425
RGP_273_3	63123218.0	202.0	58739098.0	93.05	200.83	52424549.0	52424288.0	51861132.0	509830.0	37913.0	15674.0	0.18	0.0	1.78	0.0	1.55	3182634.0	5.04	2552.0	0.0	0.01	0.46	0.06	22621	1040584	135728
RGP_54_3_2	59214445.0	202.0	54838690.0	92.61	199.9	49905533.0	49905342.0	49381736.0	489219.0	21529.0	13049.0	0.43	0.01	1.65	0.0	1.41	3366527.0	5.69	3906.0	0.01	0.1	0.66	0.06	122600	809162	73560
RGP_552_3	54799687.0	202.0	48936810.0	89.3	200.49	35155509.0	35155247.0	34787163.0	342077.0	15725.0	10544.0	0.2	0.01	1.53	0.01	1.56	3988392.0	7.28	6220.0	0.01	0.39	2.27	0.05	268865	1564930	34470
RGP_56_3_3	41766856.0	202.0	38458251.0	92.08	199.89	31657039.0	31656673.0	31371827.0	262440.0	14074.0	8698.0	0.42	0.01	1.43	0.0	1.49	2695097.0	6.45	4349.0	0.01	0.08	0.58	0.06	67684	490711	50763
RGP_800_3_2	23355344.0	202.0	21888649.0	93.72	200.61	19975779.0	19975591.0	19818769.0	143627.0	8214.0	5169.0	0.3	0.0	1.47	0.0	1.54	967917.0	4.14	673.0	0.0	0.03	1.78	0.04	8077	479258	10770
RGP_800_3_3	148051492.0	202.0	137108848.0	92.61	200.68	115803710.0	115802856.0	114591227.0	1123560.0	52879.0	36044.0	0.19	0.01	1.49	0.0	1.52	8470981.0	5.72	8523.0	0.01	0.01	0.32	0.07	61578	1970512	431050
SRPK3_EM__1	33020520.0	202.0	31384063.0	95.04	200.63	27271125.0	27270998.0	26990170.0	261721.0	11113.0	8121.0	0.22	0.01	1.66	0.0	1.42	1287746.0	3.9	568.0	0.0	0.04	0.54	0.04	22461	303221	22461
SRPK3_JAP_1	34050865.0	202.0	32313097.0	94.9	200.63	28349124.0	28349047.0	28092405.0	237269.0	13135.0	6315.0	0.22	0.01	1.55	0.0	1.42	1407136.0	4.13	668.0	0.0	0.03	0.43	0.05	19410	278205	32349
SRPK3_USA_1	81186001.0	202.0	75067394.0	92.46	199.9	53530213.0	53530013.0	53100681.0	388836.0	26411.0	14285.0	0.35	0.01	1.5	0.0	1.47	3884955.0	4.79	3923.0	0.0	0.26	2.14	0.08	233762	1924040	71927
T1244	34119049.0	152.0	31522255.0	92.39	149.65	15839191.0	15838960.0	15695348.0	128516.0	10337.0	4990.0	0.27	0.01	1.51	0.0	1.49	2087200.0	6.12	4720.0	0.01	0.05	0.5	0.04	42786	427859	34229
T238	42647488.0	152.0	39121330.0	91.73	149.69	22010582.0	22010022.0	21773431.0	219998.0	11876.0	5277.0	0.3	0.01	1.44	0.0	1.38	2927906.0	6.87	3447.0	0.01	0.06	0.56	0.03	54905	512447	27453
T850	32349974.0	152.0	29858555.0	92.3	149.5	15599560.0	15599328.0	15440844.0	143367.0	10492.0	4857.0	0.31	0.01	1.47	0.01	1.46	1978299.0	6.12	4144.0	0.01	0.06	0.61	0.04	43012	437289	28675
T892	32042793.0	152.0	29346412.0	91.59	149.29	14107681.0	14107570.0	13972789.0	121664.0	9567.0	3661.0	0.3	0.01	1.65	0.01	1.45	2146654.0	6.7	7840.0	0.02	0.07	0.62	0.04	51962	460233	29692
TOP_MAAC031_F_Muscle1	102626654.0	152.0	89066326.0	86.79	145.19	45255476.0	45254981.0	44878760.0	345624.0	19505.0	11587.0	0.51	0.01	1.35	0.0	1.42	8424330.0	8.21	80151.0	0.08	0.17	3.16	0.03	255802	4754904	45141
UC223-1RNA	34918759.0	152.0	31600430.0	90.5	149.61	14917813.0	14917223.0	14762190.0	143971.0	7686.0	3966.0	0.23	0.01	1.44	0.0	1.39	2385699.0	6.83	3360.0	0.01	0.03	1.04	0.03	25344	878583	25344
UC305-1M	59671416.0	152.0	52923181.0	88.69	149.31	28758161.0	28757353.0	28469627.0	265992.0	14378.0	8164.0	0.62	0.01	1.43	0.0	1.42	5287493.0	8.86	7240.0	0.01	0.23	1.7	0.01	172322	1273687	7492
UC316-1M	50773808.0	152.0	46884104.0	92.34	149.15	21992634.0	21992335.0	21761797.0	212340.0	13218.0	5279.0	0.65	0.01	1.41	0.0	1.47	2698574.0	5.31	4230.0	0.01	0.24	1.63	0.02	150717	1023623	12560
UC368-1M	69260381.0	152.0	61459541.0	88.74	149.39	30220167.0	30217940.0	29939537.0	259370.0	13696.0	7564.0	0.62	0.01	1.4	0.0	1.45	5984352.0	8.64	9127.0	0.01	0.25	1.88	0.05	207266	1558642	41453
UC393-1M	61282497.0	152.0	55076584.0	89.87	149.32	29756601.0	29756256.0	29436020.0	290814.0	20892.0	8875.0	0.6	0.01	1.48	0.0	1.53	4736049.0	7.73	13826.0	0.02	0.23	1.71	0.02	170862	1270319	14858
UC84-1RNA	27190217.0	152.0	24669948.0	90.73	150.22	13832978.0	13832782.0	13687995.0	135476.0	6534.0	2973.0	0.21	0.01	1.5	0.0	1.39	1806985.0	6.65	1200.0	0.0	0.02	0.67	0.02	20059	671967	20059
UWA_FAM7_PT_D16-1243_2	84673984.0	202.0	75981057.0	89.73	199.73	68172813.0	68172366.0	67562677.0	559905.0	26648.0	23583.0	0.26	0.0	1.5	0.0	1.47	7224097.0	8.53	10745.0	0.01	0.05	1.01	0.1	62848	1269540	125697
